"","case_no","visa_type","fy","last_event_date","case_status","n_requested","n_certified","is_certified","certification_begin_date","certification_end_date","job_title","employer_name","employer_state","employer_city","employer_address_1","employer_address_2","employer_postal_code","worksite_state","worksite_city","agent_name","organization_flag","is_duplicate"
"2289",NA,"H-2A",2012,2012-04-27,"CERTIFIED - FULL",1,1,"True","2012-06-01","2013-04-01","LOGGING EQUIPMENT MECHANIC","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","GALE RIOUX","S","False"
"2290",NA,"H-2A",2012,2012-04-30,"CERTIFIED - FULL",3,3,"True","2012-06-01","2012-12-22","FARMWORKER AND LABORER CROP","R. BELANGER + SONS FARMS","ME","LEWISTON","262 COTTON RD",NA,"4240","ME","LEWISTON","JOSEPH ERIC YOUNG/NEW ENGLAND APPLE COUNCIL INC","S","False"
"2291",NA,"H-2A",2012,2012-04-30,"CERTIFIED - FULL",3,3,"True","2012-06-01","2013-04-01","DELIMBER OPERATOR","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","GALE RIOUX","S","False"
"2292",NA,"H-2A",2012,2012-05-01,"CERTIFIED - FULL",3,3,"True","2012-06-01","2013-04-01","CRANE/SLASHER OPERATOR","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","GALE RIOUX","S","False"
"2293",NA,"H-2A",2012,2012-05-01,"CERTIFIED - FULL",3,3,"True","2012-06-01","2013-04-01","FELLERBUNCHER OPERATOR","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","LEW RIOUX & CO., INC.","S","False"
"2294",NA,"H-2A",2012,2012-05-01,"CERTIFIED - FULL",5,5,"True","2012-06-01","2013-04-01","LOGGING TRACTOR OPERATOR, GRAPPLE SKIDDER","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","LEW RIOUX & CO., INC.","S","False"
"2295",NA,"H-2A",2012,2012-05-02,"CERTIFIED - FULL",4,4,"True","2012-06-01","2012-10-15","FARMWORKER AND LABORER, CROP","LOCALLY KNOWN FARMS INC","ME","BOWDOINHAM","107 PORK POINT RD",NA,"4008","ME","BOWDOINHAM","JOSEPH ERIC YOUNG","S","False"
"2296",NA,"H-2A",2012,2012-05-03,"CERTIFIED - FULL",2,2,"True","2012-06-08","2013-04-04","LOGGING EQUIPMENT MECHANIC","G LAVOIE INC.","ME","FORT KENT","60 MARKET STREET, SUITE 102",NA,"4743","ME","VARIOUS UNORGANIZED TOWNSHIPS","GALE RIOUX","S","False"
"2297",NA,"H-2A",2012,2012-05-03,"CERTIFIED - FULL",2,2,"True","2012-06-11","2013-04-05","LOGGING EQUIPMENT MECHANIC","EDMOND ROY & SONS INC.","ME","JACKMAN","PO BOX 192",NA,"4945","ME","JACKMAN","GALE RIOUX","S","False"
"2298",NA,"H-2A",2012,2012-05-04,"CERTIFIED - FULL",2,2,"True","2012-06-10","2013-04-04","FELLERBUNCHER OPERATOR","LOUIS LESSARD INC.","ME","RANGELEY","PO BOX 1289",NA,"4970","ME","RANGELEY","GALE RIOUX/ LEW RIOUX & CO., INC.","S","False"
"2299",NA,"H-2A",2012,2012-05-04,"CERTIFIED - FULL",4,4,"True","2012-06-01","2013-04-01","OPERATING ENGINEER","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","GALE RIOUX","S","False"
"2300",NA,"H-2A",2012,2012-05-04,"CERTIFIED - FULL",8,8,"True","2012-06-08","2013-04-04","FORWARDER OPERATOR","G. LAVOIE INC.","ME","FORT KENT","60 MARKET STREET","SUITE 102","4743","ME","FORT KENT","GALE RIOUX/LEW RIOUX & CO., INC.","S","False"
"2301",NA,"H-2A",2012,2012-05-04,"CERTIFIED - FULL",8,8,"True","2012-06-08","2013-04-04","PROCESSOR OPERATOR","G LAVOIE INC.","ME","FORT KENT","60 MARKET STREET, SUITE 102",NA,"4743","ME","VARIOUS UNORGANIZED TOWNSHIPS","GALE RIOUX/ LEW RIOUX & CO., INC.","S","False"
"2302",NA,"H-2A",2012,2012-05-04,"CERTIFIED - PARTIAL",10,8,"True","2012-06-04","2012-11-18","FARMWORKER AND LABORER, CROP","AHLHOLM INC","ME","WARREN","1986 WESTERN RD",NA,"4864","ME","WARREN","JOSEPH ERIC YOUNG","S","False"
"2303",NA,"H-2A",2012,2012-05-08,"CERTIFIED - FULL",1,1,"True","2012-05-15","2012-11-30","AGRICULTURAL EQUIPMENT OPERATOR","TAYLOR FARM","ME","LYMAN","1554 ALFRED RD",NA,"4002","ME","LYMAN","JOSEPH ERIC YOUNG  / NEW ENGLAND APPLE COUNCIL INC","S","False"
"2304",NA,"H-2A",2012,2012-05-10,"CERTIFIED - FULL",2,2,"True","2012-06-10","2013-04-04","DELIMBER OPERATOR","LOUIS LESSARD INC.","ME","RANGELEY","PO BOX 1289",NA,"4970","ME","ADAMSTOWN TWP","LEW RIOUX & CO., INC.","S","False"
"2305",NA,"H-2A",2012,2012-05-10,"CERTIFIED - FULL",1,1,"True","2012-06-11","2013-04-05","LOGGING SUPERVISOR, FOREMAN","EDMOND ROY & SONS INC.","ME","JACKMAN","PO BOX 192",NA,"4945","ME","PISCATAQUIS COUNTY","LEW RIOUX & CO., INC.","S","False"
"2306",NA,"H-2A",2012,2012-05-14,"CERTIFIED - FULL",104,104,"True","2012-06-15","2012-10-31","FARMWORKERS AND LABORERS, CROP","EMERALD VALLEY RANCHES, LLC","ME","CARIBOU","498 WEST PRESQUE ISLE RD.",NA,"4736","ME","CARIBOU",NA,"S","False"
"2307",NA,"H-2A",2012,2012-05-15,"CERTIFIED - FULL",2,2,"True","2012-06-21","2013-04-15","FORWARDER OPERATOR","JEAN GUY ROBICHAUD & FILS INC.","ME","FORT KENT MILLS","PO BOX 181",NA,"4744","ME","FORT KENT MILLS","GALE RIOUX","S","False"
"2308",NA,"H-2A",2012,2012-05-15,"CERTIFIED - FULL",2,2,"True","2012-06-21","2013-04-15","PROCESSER OPERATOR","JEAN GUY ROBICHAUD & FILS INC.","ME","FORT KENT","PO BOX 181",NA,"4744","ME","FORT KENT","GALE RIOUX","S","False"
"2309",NA,"H-2A",2012,2012-05-22,"CERTIFIED - FULL",2,2,"True","2012-06-10","2013-04-04","LOG TRUCK DRIVER, TRACTOR TRAILER","LOUIS LESSARD INC.","ME","RANGELEY","PO BOX 1289",NA,"4970","ME","RANGELEY","GALE RIOUX/LEW RIOUX & CO., INC.","S","False"
"2310",NA,"H-2A",2012,2012-05-22,"CERTIFIED - FULL",8,8,"True","2012-06-01","2013-04-15","LOG TRUCK DRIVER TRACTOR TRAILER","PEPIN LUMBER INC.","ME","COBURN GORE","6069 ARNOLD TRAIL",NA,"4936","ME","COBURN GORE","LEW RIOUX & CO., INC.","S","False"
"2311",NA,"H-2A",2012,2012-05-23,"CERTIFIED - FULL",2,2,"True","2012-06-22","2013-04-10","PROCESSOR OPERATOR","CONIFOR INC.","ME","FORT KENT","286 WEST MAIN STREET","SUITE 102","4743","ME","FORT KENT","LEW RIOUX & CO., INC.","S","False"
"2312",NA,"H-2A",2012,2012-05-23,"CERTIFIED - FULL",2,2,"True","2012-06-22","2013-04-10","FORWARDER OPERATOR","CONIFOR INC.","ME","FORT KENT","286 WEST MAIN STREET, SUITE 102",NA,"4743","ME","FORT KENT","LEW RIOUX & CO., INC.","S","False"
"2313",NA,"H-2A",2012,2012-05-24,"CERTIFIED - FULL",3,3,"True","2012-06-10","2013-04-04","LOG TRUCK DRIVER, TRACTOR TRAILER","PASCAL LESSARD INC.","ME","RANGELEY","PO BOX 1289",NA,"4970","ME","RANGELEY","LEW RIOUX & CO., INC.","S","False"
"2314",NA,"H-2A",2012,2012-05-25,"CERTIFIED - FULL",1,1,"True","2012-06-11","2013-04-05","LOG TRUCK DRIVER SELF LOADER","EDMOND ROY & SONS INC.","ME","JACKMAN","PO BOX 192",NA,"4945","ME","PISCATAQUIS COUNTY","LEW RIOUX & CO., INC.","S","False"
"2315",NA,"H-2A",2012,2012-06-12,"CERTIFIED - PARTIAL",18,10,"True","2012-07-12","2012-10-15","FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH","BELLE VUE FARM, LLC","ME","GARDINER","ATTENTION: AMBER MICHAUD","180 HIGHLAND AVE","4345","ME","KENTS HILL",NA,"S","False"
"2316",NA,"H-2A",2012,2012-06-12,"CERTIFIED - FULL",2,2,"True","2012-07-01","2012-11-15","FARMWORKER AND LABORER, CROP","PINELAND FARMS GILLESPIE FARMS DIVISION","ME","NEW GLOUCESTER","752 MAYALL RD",NA,"4260","ME","NEW GLOUCESTER","JOSEPH ERIC YOUNG","S","False"
"2317",NA,"H-2A",2012,2012-06-26,"CERTIFIED - FULL",120,120,"True","2012-07-25","2012-09-05","AGRICULTURAL EQUIPMENT OPERATORS","CHERRYFIELD FOODS, INC.","ME","CHERRYFIELD","320 RIDGE ROAD","P.O. BOX 128","4622","ME","CHERRYFIELD",NA,"S","False"
"2318",NA,"H-2A",2012,2012-06-27,"CERTIFIED - FULL",4,4,"True","2012-08-01","2012-10-20","FARMWORKER AND LABORER, CROP","KELLY ORCHARDS INC","ME","ACTON","82 SANBORN RD",NA,"4001","ME","ACTON","JOSEPH ERIC YOUNG","S","False"
"2319",NA,"H-2A",2012,2012-06-27,"CERTIFIED - FULL",1,1,"True","2012-08-01","2012-12-22","FARMWORKER AND LABOR, CROP","THE APPLE FARM","ME","FAIRFIELD","104 BACK ROAD",NA,"4937","ME","FAIRFIELD","JOSEPH ERIC YOUNG","S","False"
"2320",NA,"H-2A",2012,2012-07-10,"CERTIFIED - FULL",48,48,"True","2012-08-20","2012-10-26","FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH","RICKER HILL ORCHARDS","ME","TURNER","11 RICKER HILL RD","PO BOX 202","4282","ME","TURNER","JOSEPH ERIC YOUNG","S","False"
"2321",NA,"H-2A",2012,2012-07-11,"CERTIFIED - FULL",85,85,"True","2012-08-03","2012-10-26","FARMWORKERS AND LABORERS, CROP","SMITH'S FARM INC.","ME","PRESQUE ISLE","99 FORT ROAD, SUITE 1",NA,"4769","ME","WESTFIELD","ELIZABETH D. WHITLEY","S","False"
"2322",NA,"H-2A",2012,2012-07-12,"CERTIFIED - FULL",8,8,"True","2012-08-15","2012-12-15","FARMWORKER AND LABOR, CROP","RANDALL ORCHARDS","ME","STANDISH","1 RANDALL RD",NA,"4084","ME","STANDISH","JOSEPH ERIC YOUNG","S","False"
"2323",NA,"H-2A",2012,2012-07-19,"CERTIFIED - FULL",1,1,"True","2012-08-16","2013-04-10","LOG TRUCK DRIVER TRACTOR TRAILER","TRUCKING GH INC.","ME","FORT KENT","PO BOX 85",NA,"4743","ME","CLAYTON LAKE","GALE RIOUX/LEW RIOUX & CO., INC.","S","False"
"2324",NA,"H-2A",2012,2012-07-19,"CERTIFIED - FULL",1,1,"True","2012-08-16","2013-04-10","LOG LOADER OPERATOR","TRUCKING GH INC.","ME","FORT KENT","PO BOX 85",NA,"4743","ME","CLAYTON LAKE","GALE RIOX/LEW RIOUX & CO., INC.","S","False"
"2325",NA,"H-2A",2012,2012-07-25,"CERTIFIED - FULL",4,4,"True","2012-08-27","2012-11-09","FARM WORKERS AND LABORERS, CROP","GILES FAMILY FARM INC","ME","ALFRED","139 WATERBORO RD",NA,"4002","ME","ALFRED","JOSEPH ERIC YOUNG/NEW ENGLAND APPLE COUNCIL INC","S","False"
"2326",NA,"H-2A",2012,2012-07-26,"WITHDRAWN",2,0,"False",NA,NA,"LOG LAODER OPERATOR","LES TRANSPORTS REGI INC.","ME","FORT KENT","PO BOX 85",NA,"4743","ME","AROOSTOOK COUNTY","LEW RIOUX & CO., INC.","S","False"
"2327",NA,"H-2A",2012,2012-07-31,"CERTIFIED - FULL",3,3,"True","2012-09-01","2012-11-01","FARM WORKERS AND LABORERS, CROP","BRACKETT ORCHARDS","ME","LIMINGTON","224 SOKAKIS AVE.",NA,"4049","ME","LIMINGTON","JOSEPH ERIC YOUNG/NEW ENGLAND APPLE COUNCIL INC.","S","False"
"2328",NA,"H-2A",2012,2012-08-01,"CERTIFIED - FULL",5,5,"True","2012-09-01","2012-11-01","FARMWORKER AND LABOR, CROP","THE APPLE FARM","ME","FAIRFIELD","104 BACK ROAD",NA,"4937","ME","MANCHESTER","JOSEPH ERIC YOUNG","S","False"
"2329",NA,"H-2A",2012,2012-08-08,"CERTIFIED - FULL",4,4,"True","2012-09-03","2012-11-01","FARMWORKER AND LABORER, CROP","EVERETT T. DIMOCK DBA NORTH STAR ORCHARDS","ME","MADISON","97 ORCHARDS RD",NA,"4950","ME","MADISON","JOSEPH ERIC YOUNG","S","False"
"2330",NA,"H-2A",2012,2012-08-09,"CERTIFIED - FULL",4,4,"True","2012-09-01","2012-10-30","FARMWORKERS AND LABORERS, CROP, NURSERY AND GREENH","ROWE ORCHARDS","ME","NEWPORT","39 PALMER RD",NA,"4953","ME","NEWPORT","JOSEPH ERIC YOUNG","S","False"
"2331",NA,"H-2A",2012,2012-08-17,"CERTIFIED - FULL",52,52,"True","2012-09-15","2012-10-31","FARMWORKER AND LABORER, CROP","MAINE APPLE COMPANY","ME","MONMOUTH","155 NORRIS HILL RD",NA,"4256","ME","MONMOUTH","JOSEPH ERIC YOUNG","S","False"
"2332",NA,"H-2A",2012,2012-08-22,"CERTIFIED - FULL",3,3,"True","2012-09-16","2012-12-18","FARMWORKER AND LABOR CROP","VALLEY VIEW ORCHARDS","ME","HEBRON","212 HEBRON CENTER RD",NA,"4238","ME","HEBRON","JOSEPH ERIC YOUNG  / NEW ENGLAND APPLE COUNCIL INC","S","False"
"2333",NA,"H-2B",2012,2011-10-28,"DENIED",50,0,"False","2011-11-01","2012-06-02","FOREST WORKER","ALLAGASH MAPLE PRODUCTS INC.","ME","JACKMAN","P.O. BOX 581",NA,"4945","ME",NA,"JEREMY CLYDE STEEVES",NA,NA
"2334",NA,"H-2B",2012,2011-10-28,"DENIED",45,0,"False","2011-10-01","2012-06-02","FOREST WORKER","ALLAGASH MAPLE PRODUCTS INC.","ME","JACKMAN","PO BOX 581",NA,"4945","ME",NA,"JEREMY CLYDE STEEVES",NA,NA
"2335",NA,"H-2B",2012,2011-10-31,"CERTIFIED",40,40,"True","2011-10-30","2012-08-15","SCOUT, PROFESSIONAL SPORTS","MAINE PREMIER SOCCER, LLC.","ME","PORTLAND","512 WARREN AVE.",NA,"4103","MA",NA,"GREGORY J. VARTANIAN",NA,NA
"2336",NA,"H-2B",2012,2011-11-18,"DENIED",1,0,"False","2012-05-01","2012-10-30","HOUSEKEEPER","HOLBROOK HOUSE INC DBA THE INN AT BAY LEDGE","ME","BAR HARBOR","150 SAND POINT RD",NA,"4609","ME",NA,NA,NA,NA
"2337",NA,"H-2B",2012,2011-11-30,"CERTIFIED",45,45,"True","2011-10-01","2012-06-02","LABORER, TREE TAPPING","ALLAGASH MAPLE PRODUCTS INC.","ME","SKOWHEGAN","279 BACK RD",NA,"4976","ME",NA,"JEREMY CLYDE STEEVES",NA,NA
"2338",NA,"H-2B",2012,2011-11-30,"PARTIAL CERTIFIED",50,49,"True","2011-11-01","2012-06-02","LABORER, TREE TAPPING","ALLAGASH MAPLE PRODUCTS INC.","ME","SKOWHEGAN","279 BACK RD",NA,"4976","ME",NA,"JEREMY CLYDE STEEVES",NA,NA
"2339",NA,"H-2B",2012,2011-12-08,"PARTIAL CERTIFIED",5,4,"True","2012-01-01","2012-04-30","TREE TRIMMER","TRANOL LLC","ME","CAPE NEDDICK","3 EMERALD LN",NA,"3902","MA",NA,NA,NA,NA
"2340",NA,"H-2B",2012,2011-12-09,"DENIED",10,0,"False","2011-12-01","2012-04-30","KITCHEN HELPER","RANGELEY INN","ME","RANGELEY","2443 MAIN STREET",NA,"4970","ME",NA,"MICHELE MCCARTHY",NA,NA
"2341",NA,"H-2B",2012,2011-12-22,"CERTIFIED",35,35,"True","2012-03-01","2012-11-30","HOUSEKEEPER","ANCHORAGE MOTOR INN OF YORK","ME","YORK BEACH","265 LONG BEACH AVE","PO BOX 1329","3910","ME",NA,NA,NA,NA
"2342",NA,"H-2B",2012,2012-01-04,"CERTIFIED",15,15,"True","2012-04-01","2012-11-30","LABORER, LANDSCAPE","PATTEN GROUNDS CARE, INC.","ME","CAPE NEDDICK","297 CLAYHILL ROAD",NA,"3907","ME",NA,NA,NA,NA
"2343",NA,"H-2B",2012,2012-01-05,"CERTIFIED",7,7,"True","2012-04-01","2012-11-30","CLEANER, HOUSEKEEPING","ELMWOOD HOTEL","ME","WELLS","1351 POST ROAD",NA,"4090","ME",NA,"JOHN GISMONDI GISMONDI",NA,NA
"2344",NA,"H-2B",2012,2012-01-05,"CERTIFIED",2,2,"True","2012-04-01","2012-11-15","CLEANER, HOUSEKEEPING","GREY HAVENS INN","ME","GEORGETOWN","96 SEGUINLAND ROAD",NA,"4548","ME",NA,"JOHN GISMONDI GISMONDI",NA,NA
"2345",NA,"H-2B",2012,2012-01-05,"CERTIFIED",4,4,"True","2012-04-01","2012-10-31","HOUSEKEEPER","CANDELSHOP INN","ME","YORK BEACH","PO BOX 1216",NA,"3910","ME",NA,"JOHN GISMONDI GISMONDI/U.S. AMERICANS INC.",NA,NA
"2346",NA,"H-2B",2012,2012-01-09,"CERTIFIED",30,30,"True","2012-04-07","2012-11-15","HOUSEKEEPER","ANCHORAGE BY THE SEA","ME","OGUNQUIT","125 SHORE ROAD",NA,"3907","ME",NA,NA,NA,NA
"2347",NA,"H-2B",2012,2012-01-10,"CERTIFIED",15,15,"True","2012-04-01","2012-11-15","HOUSEKEEPER","THE GRAND HOTEL","ME","OGUNQUIT","276 SHORE ROAD",NA,"3907","ME",NA,NA,NA,NA
"2348",NA,"H-2B",2012,2012-01-19,"DENIED",95,0,"False","2012-01-02","2012-06-02","TREE PLANTER","ALLAGASH MAPLE PRODUCTS INC.","ME","SKOWHEGAN","279 BACK ROAD",NA,"4976","ME",NA,"JEREMY CLYDE STEEVES",NA,NA
"2349",NA,"H-2B",2012,2012-01-20,"CERTIFIED",15,15,"True","2012-04-01","2012-11-30","COOK, SHORT ORDER","SUN'N SURF RESTAURANT","ME","YORK BEACH","PO BOX 1329",NA,"3910","ME",NA,NA,NA,NA
"2350",NA,"H-2B",2012,2012-01-20,"CERTIFIED",6,6,"True","2012-04-05","2012-11-01","CASHIER I","YOUNGS LOBSTER POUND","ME","BELFAST","2 FAIRMAYS STREET",NA,"4915","ME",NA,"JOHN GISMONDI GISMONDI",NA,NA
"2351",NA,"H-2B",2012,2012-01-24,"DENIED",1,0,"False","2012-01-28","2012-08-31","EDITOR, FILM","TINDERBOX PRODUCTION SERVICES","ME","BANGOR","40 HIGH STREET",NA,"4401","ME",NA,NA,NA,NA
"2352",NA,"H-2B",2012,2012-01-25,"CERTIFIED",4,4,"True","2012-04-21","2012-11-15","FOOD ASSEMBLER, KITCHEN","CHEZ MICHEL RESTAURANT","ME","LINCOLNVILLE","PO BOX 36","2530 ATLANTIC HIGHWAY","4849","ME",NA,"JOHN GISMONDI",NA,NA
"2353",NA,"H-2B",2012,2012-01-26,"CERTIFIED",15,15,"True","2012-04-15","2012-11-10","HOUSEKEEPER","COASTAL BREEZES, INC, DBA KENNEBUNKPORT INN","ME","KENNEBUNKPORT","1 DOCK SQUARE",NA,"4046","ME",NA,NA,NA,NA
"2354",NA,"H-2B",2012,2012-01-27,"CERTIFIED",12,12,"True","2012-04-01","2012-11-30","CLEANER, HOUSEKEEPING","US HOTELS NEW ENGLAND, LLC","ME","KENNEBUNKPORT","127 OCEAN AVENUE","PO BOX 506C","4046","ME",NA,NA,NA,NA
"2355",NA,"H-2B",2012,2012-01-27,"CERTIFIED",3,3,"True","2011-05-03","2011-11-18","DESK OFFICER","WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HARBOR I","ME","BAR HARBOR","PO BOX 7","7 NEWPORT DRIVE","4609","ME",NA,"JANE NICHOLS BISHOP/ PEAK SEASON WORKFORCE",NA,NA
"2356",NA,"H-2B",2012,2012-01-27,"CERTIFIED",27,27,"True","2012-05-05","2012-11-03","HOUSEKEEPER","WITHAM FAMILY LIMITED PARTNERSHIP/ATLANTIC OCEANSI","ME","BAR HARBOR","7 NEWPORT DRIVE","PO BOX 7","4609","ME",NA,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE A DIVISI",NA,NA
"2357",NA,"H-2B",2012,2012-01-27,"CERTIFIED",7,7,"True","2012-05-01","2012-11-25","KITCHEN HELPER","GALYN'S GALLEY","ME","BAR HARBOR","17 MAIN ST","PO BOX 411","4609","ME",NA,NA,NA,NA
"2358",NA,"H-2B",2012,2012-01-30,"CERTIFIED",50,50,"True","2012-04-01","2012-10-31","AMUSEMENT PARK WORKER","SMOKEY'S GREATER SHOWS, INC.","ME","BANGOR","P.O. BOX 8066",NA,"4402","ME",NA,"JAMES KENDRICK JUDKINS / JKJ WORKFORCE AGENCY, INC",NA,NA
"2359",NA,"H-2B",2012,2012-01-31,"PARTIAL CERTIFIED",5,4,"True","2012-04-15","2012-10-25","COOK, SHORT ORDER","THE MEADOWMERE RESORT","ME","OGUNQUIT","PO BOX 2347",NA,"3907","ME",NA,NA,NA,NA
"2360",NA,"H-2B",2012,2012-01-31,"CERTIFIED",15,15,"True","2012-04-15","2012-10-25","HOUSEKEEPER","THE MEADOWMERE RESORT","ME","OGUNQUIT","74 MAIN STREET","PO BOX 2347","3907","ME",NA,NA,NA,NA
"2361",NA,"H-2B",2012,2012-02-03,"CERTIFIED",9,9,"True","2012-05-05","2012-11-18","DINING ROOM ATTENDANT","WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HABOR IN","ME","BAR HABOR","PO BOX 7","7 NEWPORT DRIVE","4609","ME",NA,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",NA,NA
"2362",NA,"H-2B",2012,2012-02-03,"PARTIAL CERTIFIED",15,14,"True","2012-05-01","2012-11-10","COOK, SHORT ORDER","WOLTERBEEK ENTERPRISES, INC. DBA JAKE'S SEAFOOD RE","ME","MOODY","PO BOX 454",NA,"4054","ME",NA,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",NA,NA
"2363",NA,"H-2B",2012,2012-02-06,"CERTIFIED",9,9,"True","2012-04-01","2012-11-01","COOK","MIKE'S CLAM SHACK, INC","ME","WELLS","1150 POST ROAD",NA,"4090","ME",NA,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE A DIVISI",NA,NA
"2364",NA,"H-2B",2012,2012-02-07,"CERTIFIED",3,3,"True","2012-04-01","2012-11-25","COOK, SPECIALTY","ST. ANTHONY'S MONASTERY ASSOCIATION INC.","ME","KENNEBUNK BEACH","PO BOX 273",NA,"4043","ME",NA,"JOHN GISMONDI GISMONDI",NA,NA
"2365",NA,"H-2B",2012,2012-02-07,"CERTIFIED",23,23,"True","2012-05-01","2012-11-01","HOUSEKEEPER","BOUGHTON HOTEL CORPORATION DBA THE COLONY HOTEL","ME","KENNEBUNKPORT","140 OCEAN AVENUE","PO BOX 511","4046","ME",NA,NA,NA,NA
"2366",NA,"H-2B",2012,2012-02-07,"CERTIFIED",15,15,"True","2012-05-01","2012-11-01","WAITER/WAITRESS, BANQUET, HEAD","BOUGHTON HOTEL CORPORATION DBA THE COLONY HOTEL","ME","KENNEBUNKPORT","PO BOX 511",NA,"4046","ME",NA,NA,NA,NA
"2367",NA,"H-2B",2012,2012-02-07,"CERTIFIED",6,6,"True","2012-05-01","2012-11-01","COOK","THE BOUGHTON HOTEL CORPORATION DBA THE COLONY HOTE","ME","KENNEBUNKPORT","PO BOX 511",NA,"4046","ME",NA,NA,NA,NA
"2368",NA,"H-2B",2012,2012-02-09,"CERTIFIED",8,8,"True","2012-04-01","2012-10-31","HOUSEKEEPER","THREE BEARS, INC. DBA BAR HARBOR MANOR","ME","BAR HARBOR","47 HOLLAND AVENUE",NA,"4609","ME",NA,"RUSSELL CALVIN FORD/ VERRILL DANA, LLP",NA,NA
"2369",NA,"H-2B",2012,2012-02-09,"CERTIFIED",6,6,"True","2012-05-07","2012-10-31","COOK","ANCHORAGE BY THE SEA","ME","OGUNQUIT","125 SHORE ROAD","PO BOX 2406","3907","ME",NA,NA,NA,NA
"2370",NA,"H-2B",2012,2012-02-10,"PARTIAL CERTIFIED",9,7,"True","2012-05-03","2012-11-18","WASHER, HAND","WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HARBOR I","ME","BAR HARBOR","PO BOX 7","7 NEWPORT DRIVE","4609","ME",NA,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE A DIVISI",NA,NA
"2371",NA,"H-2B",2012,2012-02-10,"CERTIFIED",8,8,"True","2012-05-03","2012-11-18","COOK","WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HARBOR I","ME","BAR HARBOR","PO BOX 7","7 NEWPORT DRIVE","4609","ME",NA,"JANE NICHOLS BISHOP/PEAK SEASON WORKFORCE, A DIVIS",NA,NA
"2372",NA,"H-2B",2012,2012-02-14,"PARTIAL CERTIFIED",13,12,"True","2012-04-01","2012-12-22","LABORER, LANDSCAPE","MAINE INTERNATIONAL LABOR, INC.","ME","WEST GARDINER","682 HIGH STREET",NA,"4345","ME",NA,NA,NA,NA
"2373",NA,"H-2B",2012,2012-02-15,"PARTIAL CERTIFIED",6,5,"True","2012-04-13","2012-10-10","COOK","FORBES SEAFOOD RESTAURANT, INC. DBA FORBES RESTAUR","ME","WELLS BEACH","427 MILE ROAD","PO BOX 99","4090","ME",NA,"JANE NICHOLS BISHOP / PEAK SEASON WORKFORCE, A DIV",NA,NA
"2374",NA,"H-2B",2012,2012-02-15,"CERTIFIED",12,12,"True","2012-05-01","2012-11-30","CLEANER, HOUSEKEEPING","PORTLAND HARBOR HOTEL","ME","PORTLAND","468 FORE STREET",NA,"4101","ME",NA,NA,NA,NA
"2375",NA,"H-2B",2012,2012-02-15,"CERTIFIED",10,10,"True","2012-05-15","2012-11-15","COOK","JACKIE'S TOO, INC.","ME","OGUNQUIT","91 PERKINS COVE ROAD","P. O. BOX 2173","3907","ME",NA,NA,NA,NA
"2376",NA,"H-2B",2012,2012-02-15,"PARTIAL CERTIFIED",20,18,"True","2012-05-15","2012-11-15","WAITER/WAITRESS","JACKIE'S TOO, INC.","ME","OGUNQUIT","91 PERKINS COVE ROAD","PO BOX 2173","3907","ME",NA,NA,NA,NA
"2377",NA,"H-2B",2012,2012-02-16,"CERTIFIED",4,4,"True","2012-05-03","2012-11-18","PARKING LOT ATTENDANT","WITHAM FAMILY LIMITED PARTNERSHIP DBA BAR HARBOR I","ME","BAR HARBOR","P.O. BOX 7",NA,"4609","ME",NA,"JANE NICHOLS BISHOP/ PEAK SEASON WORKFORCE, A DIVI",NA,NA
"2378",NA,"H-2B",2012,2012-02-16,"PARTIAL CERTIFIED",10,8,"True","2012-04-12","2012-10-31","CLEANER, HOUSEKEEPING","RIVERSIDE MOTEL & HOTEL","ME","OGUNQUIT","50 RIVERSIDE LANE","P.O. BOX 2244","3907","ME",NA,NA,NA,NA
"2379",NA,"H-2B",2012,2012-02-16,"PARTIAL CERTIFIED",5,4,"True","2012-05-10","2012-11-10","WAITER/WAITRESS","COASTAL BREEZES, INC. DBA KENNEBUNKPORT INN","ME","KENNEBUNKPORT","1 DOCK SQUARE",NA,"4046","ME",NA,NA,NA,NA
