Amount,Candidate or committee,Candidate,Date,Employer,Number of Records,Occupation,Purpose,Recipient,Source,Table Name,Type of contribution
3000,Leadership For Maine's Future,Fredette Kenneth W,4/1/16,,1,,,House Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,5/13/16,,1,,,Lance E Harvell,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,5/25/16,,1,,,Andre E Cushing,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,5/25/16,,1,,,Matthew Pouliot,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Pac,Fredette Kenneth W,6/6/16,,1,,,Nathan J Wadsworth,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1000,Leadership For Maine's Future Pac,Fredette Kenneth W,6/15/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,7/20/16,,1,,,Dustin Michael White,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2000,Leadership For Maine's Future Pac,Fredette Kenneth W,7/20/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,8/1/16,,1,,,R Ryan Harmon,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
3000,Leadership For Maine's Future Pac,Fredette Kenneth W,9/9/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future Pac,Fredette Kenneth W,9/9/16,,1,,,Heidi H Sampson,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Pac,Fredette Kenneth W,9/9/16,,1,,,Nathan J Wadsworth,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/13/16,,1,,,Jeffrey K Pierce,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,9/30/16,,1,,,Richard M Cebra,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
150,Leadership For Maine's Future,Fredette Kenneth W,9/30/16,,1,,,Joel Stetkis,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/1/16,,1,,,Roger E Reed,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/3/16,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/11/16,,1,,,David G Haggan,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,10/11/16,,1,,,Chad Wayne Grignon,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future Pac,Fredette Kenneth W,10/11/16,,1,,,Richard H Campbell,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2000,Leadership For Maine's Future Pac,Fredette Kenneth W,10/12/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
10913,Leadership For Maine's Future Pac,Fredette Kenneth W,10/20/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
3000,Leadership For Maine's Future Pac,Fredette Kenneth W,10/27/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Leadership For Maine's Future,Fredette Kenneth W,11/2/16,,1,,,Andre E Cushing,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
750,Leadership For Maine's Future,Fredette Kenneth W,11/28/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1600,Leadership For Maine's Future,Fredette Kenneth W,10/11/17,,1,,,Kenneth W Fredette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
400,Leadership For Maine's Future,Fredette Kenneth W,10/17/17,,1,,,Western Maine Strong Pac,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
200,Leadership For Maine's Future Pac,Fredette Kenneth W,12/18/17,,1,,,Scott Walter Strom,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1021,Fredette,Fredette Kenneth W,6/10/98,,1,Attorney,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
424,Fredette,Fredette Kenneth W,7/14/98,,1,Attorney,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
25,Fredette,Fredette Kenneth W,8/11/98,,1,,,"Bush, George W",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
50,Fredette,Fredette Kenneth W,9/18/98,Ken Fredette Attorney At Law,1,,,"Mitchell, Betty Lou",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
1250,Fredette,Fredette Kenneth W,6/13/00,,1,,,Maine Republican Party,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
50,Fredette,Fredette Kenneth W,6/15/00,,1,Attorney,,"Mitchell, Betty Lou",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Fredette,Fredette Kenneth W,9/12/02,Newport,1,Attorney,,Joshua A Tardy,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Fredette,Fredette Kenneth W,1/17/06,,1,,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
200,Fredette,Fredette Kenneth W,9/25/08,Law Offices Of Kenneth W. Fredette,1,Attorney,Monetary (Itemized),Leadership For Maine's Future,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
25,Fredette,Fredette Kenneth W,4/16/09,,1,,,"Jindal, Bobby",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
20,Fredette,Fredette Kenneth W,3/24/10,,1,,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
-600,Fredette,Fredette Kenneth W,7/4/12,,1,,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
600,Fredette,Fredette Kenneth W,7/4/12,,1,,,Kenneth W Fredette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
350,Fredette,Fredette Kenneth W,11/7/13,Self Employed,1,Attorney/legal,Monetary (Itemized),Maine Credit Union League - Legislative Action Committee,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
375,Fredette,Fredette Kenneth W,8/8/14,Self-employed,1,Attorney/legal,Monetary (Itemized),Frances M Head,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Fredette,Fredette Kenneth W,10/31/16,Self,1,Attorney/legal; Legislator,FREDETTE FOR THE HOUSE ACCOUNT,David G Haggan,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
350,Charting Maines Future,MASON GARRETT PAUL,10/21/11,,1,,,Republican Majority Fund,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Charting Maine's Future,MASON GARRETT PAUL,9/27/12,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Charting Maine's Future,MASON GARRETT PAUL,10/29/12,,1,,,Heather W Sirocki,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Charting Maines Future,MASON GARRETT PAUL,10/29/12,,1,,,Ms. Ruth A Summers,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Charting Maine's Future,MASON GARRETT PAUL,11/1/12,,1,,,Christopher Michael Tyll,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Charting Maine's Future,MASON GARRETT PAUL,11/2/12,,1,,,Leslie T Fossel,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
150,Charting Maine's Future,MASON GARRETT PAUL,11/4/12,,1,,,Heather W Sirocki,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
350,Charting Maines Future,MASON GARRETT PAUL,11/4/12,,1,,,Alexander R Willette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
200,Charting Maine's Future,MASON GARRETT PAUL,7/2/13,,1,,,Paul R Lepage,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
425,Charting Maine's Future Pac,MASON GARRETT PAUL,7/16/13,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,1/7/14,,1,,,David C Burns,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,1/7/14,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,1/8/14,,1,,,Brian D Langley,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Charting Maine's Future,MASON GARRETT PAUL,1/17/14,,1,,,Maine Wildlife Conservation Council Bqc,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,1/28/14,,1,,,Patricia J Gagne,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,1/28/14,,1,,,Patricia J Gagne,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
250,Charting Maine's Future,MASON GARRETT PAUL,1/30/14,,1,,,Michael J Willette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/1/14,,1,,,Honorable Douglas Andrew Thomas,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/7/14,,1,,,Amy F Volk,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/12/14,,1,,,Leslie T Fossel,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
200,Charting Maine's Future,MASON GARRETT PAUL,5/17/14,,1,,,James W Booth,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/20/14,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
-375,Charting Maine's Future,MASON GARRETT PAUL,5/20/14,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
175,Charting Maine's Future,MASON GARRETT PAUL,5/29/14,,1,,,Michael J Willette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
-375,Charting Maine's Future,MASON GARRETT PAUL,5/29/14,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/29/14,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/29/14,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maines Future,MASON GARRETT PAUL,5/29/14,,1,,,Cary M Weston,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,6/10/14,,1,,,Eric L Brakey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,6/10/14,,1,,,Eric L Brakey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,6/11/14,,1,,,Paul T Davis,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/12/14,,1,,,David C Burns,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/12/14,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/12/14,,1,,,Paula G Sutton,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/13/14,,1,,,Amy F Volk,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
325,Charting Maine's Future,MASON GARRETT PAUL,8/13/14,,1,,,Michael J Willette,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/14/14,,1,,,Leslie T Fossel,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/18/14,,1,,,Brian D Langley,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,8/22/14,,1,,,Ronald F Collins,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,9/2/14,,1,,,Michael D Thibodeau,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
3000,Charting Maine's Future,MASON GARRETT PAUL,10/7/14,,1,,,Paving The Way For A Prosperous Maine,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
500,Charting Maine's Future,MASON GARRETT PAUL,10/22/14,,1,,,Paving The Way For A Prosperous Maine,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2000,Charting Maine's Future,MASON GARRETT PAUL,10/29/14,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1000,Charting Maine's Future,MASON GARRETT PAUL,10/31/14,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
475,Charting Maine's Future,MASON GARRETT PAUL,11/24/14,,1,,,Respect Maine,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Charting Maine's Future,MASON GARRETT PAUL,11/24/14,,1,,,Respect Maine,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Charting Maine's Future (sen. Garrett Mason),MASON GARRETT PAUL,1/29/15,,1,,,James M Kalloch,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
300,Charting Maines Future,MASON GARRETT PAUL,11/2/15,,1,,,Mainers Against Welfare For Politicians,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/17/16,,1,,,Jeffrey Lloyd Timberlake,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future Pac,MASON GARRETT PAUL,5/17/16,,1,,,Gina M Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/18/16,,1,,,N. Laurence Willey Jr.,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/18/16,,1,,,Brian D Langley,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/20/16,,1,,,Eric L Brakey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/21/16,,1,,,William J Gombar,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/23/16,,1,,,Amy F Volk,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/25/16,,1,,,Brett D Baber,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
-375,Charting Maines Future,MASON GARRETT PAUL,5/25/16,,1,,,Emily G Smith,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maines Future,MASON GARRETT PAUL,5/25/16,,1,,,Emily G Smith,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/26/16,,1,,,Andre E Cushing,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,5/31/16,,1,,,Ryan R Mcdonald,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,6/1/16,,1,,,Michael D Thibodeau,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,6/6/16,,1,,,Theodor G Short,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
4901,Charting Maine's Future,MASON GARRETT PAUL,8/4/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
632,Charting Maine's Future,MASON GARRETT PAUL,8/4/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
4003,Charting Maine's Future,MASON GARRETT PAUL,8/15/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2644,Charting Maine's Future,MASON GARRETT PAUL,8/25/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
500,Charting Maine's Future,MASON GARRETT PAUL,9/3/16,,1,,,Oak Pac,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
100,Charting Maine's Future,MASON GARRETT PAUL,9/6/16,,1,,,Richard M Cebra,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
3597,Charting Maine's Future,MASON GARRETT PAUL,9/7/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1068,Charting Maine's Future,MASON GARRETT PAUL,9/7/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
621,Charting Maine's Future,MASON GARRETT PAUL,9/7/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
3172,Charting Maine's Future,MASON GARRETT PAUL,9/7/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1063,Charting Maine's Future,MASON GARRETT PAUL,9/14/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
7800,Charting Maine's Future,MASON GARRETT PAUL,9/14/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
4900,Charting Maine's Future,MASON GARRETT PAUL,9/14/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/4/16,,1,,,Andre E Cushing,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/4/16,,1,,,Brian D Langley,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/4/16,,1,,,Garrett Paul Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/5/16,,1,,,Michael D Thibodeau,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/18/16,,1,,,Amy F Volk,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
1481,Charting Maine's Future,MASON GARRETT PAUL,10/19/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2315,Charting Maine's Future,MASON GARRETT PAUL,10/20/16,,1,,,Maine Republican Party,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/24/16,,1,,,Guy Michael Lebida,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/24/16,,1,,,Eric L Brakey,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
375,Charting Maine's Future,MASON GARRETT PAUL,10/25/16,,1,,,N. Laurence Willey Jr.,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
10000,Charting Maine's Future,MASON GARRETT PAUL,10/28/16,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
5000,Charting Maine's Future,MASON GARRETT PAUL,11/1/16,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
5000,Charting Maine's Future,MASON GARRETT PAUL,11/1/16,,1,,,Senate Chairmans Pac,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
-5000,Charting Maine's Future,MASON GARRETT PAUL,11/1/16,,1,,,Senate Chairmans Pac,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
750,Charting Maine's Future,MASON GARRETT PAUL,11/3/16,,1,,,Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
400,Charting Maine's Future,MASON GARRETT PAUL,9/26/17,,1,,,Richard G Mason,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
400,Charting Maine's Future,MASON GARRETT PAUL,12/15/17,,1,,,Bruce A Bickford,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
400,Charting Maine's Future,MASON GARRETT PAUL,12/15/17,,1,,,Jeffrey Lloyd Timberlake,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
400,Charting Maine's Future,MASON GARRETT PAUL,12/15/17,,1,,,Jeffrey Lloyd Timberlake,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
2500,Charting Maine's Future,MASON GARRETT PAUL,12/18/17,,1,,,Respect Maine,Maine Ethics Commission,republican-candidate-contributions.csv,PAC
300,Mason,MASON GARRETT PAUL,4/10/14,,1,State Of Maine,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
245,Mason,MASON GARRETT PAUL,3/29/16,,1,State Of Maine,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
35,Mason,MASON GARRETT PAUL,4/8/16,,1,State Of Maine,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
1350,Mason,MASON GARRETT PAUL,6/13/16,,1,State Of Maine,,Maine Republican Party,Opensecrets.org,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,3/18/10,,1,,,Garrett Paul Mason,National Institute on Money in State Politics,republican-candidate-contributions.csv,Self-financing
100,Mason,MASON GARRETT PAUL,3/20/10,,1,Not Employed,,Dale J Crafts,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
200,Mason,MASON GARRETT PAUL,8/11/10,Self-employed,1,Graphic Designer,,Paul R Lepage,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
25,Mason,MASON GARRETT PAUL,6/13/12,State Of Maine,1,State Senator,,Alexander R Willette,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
170,Mason,MASON GARRETT PAUL,5/13/14,State Of Maine,1,Government/civil,Monetary (Itemized); Candidate / Candidate Committee,Maine Senate Republican Majority,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,7/24/14,State Of Maine,1,Government/civil; Maine Senate,Monetary (Itemized),Patricia J Gagne,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,3/30/16,Selp Employed,1,Real Estate Professional,,"Whittemore, Rodney L",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Mason,MASON GARRETT PAUL,5/25/16,Blank,1,,,Emily G Smith,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,7/5/16,State Of Maine,1,Government/civil,,"Keim, Lisa M",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
7750,Charting Maine's Future,MASON GARRETT PAUL,7/1/16,State Of Maine,1,Government/civil,,Maine Republican Party,National Institute on Money in State Politics,republican-candidate-contributions.csv,PAC
375,Mason,MASON GARRETT PAUL,10/21/16,Maine Senate,1,Government/civil,,Brian D Langley,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Mason,MASON GARRETT PAUL,10/24/16,Blank,1,; Mason For Senate,,Eric L Brakey,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Mason,MASON GARRETT PAUL,10/24/16,Self Employed,1,Unknown,,"Lebida, Guy M",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Mason,MASON GARRETT PAUL,10/25/16,Keller Williams Realty,1,Real Estate Professional,,N. Laurence Willey Jr.,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
375,Mason,MASON GARRETT PAUL,10/31/16,Blank,1,,FROM MASON FOR SENATE,Amy F Volk,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,11/16/16,Keller Williams Realty,1,Real Estate Professional,,Amy F Volk,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
310,Mason,MASON GARRETT PAUL,8/4/17,Legislator,1,Government/civil,Monetary (Itemized),Charting Maine's Future,Maine Ethics Commission,republican-candidate-contributions.csv,Personal
100,Mason,MASON GARRETT PAUL,9/25/17,State Of Maine,1,| Legislator,,Garrett Paul Mason,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,10/2/10,,1,,Monetary (Itemized),Cain For Maine,Maine Ethics Commission,republican-candidate-contributions.csv,Business
100,Mayhew,Mayhew Mary C.,10/19/10,,1,,Monetary (Itemized),The Right Direction,Maine Ethics Commission,republican-candidate-contributions.csv,Business
200,Mayhew,Mayhew Mary C.,11/22/10,,1,,Monetary (Itemized),Maine Senate Republican Majority,Maine Ethics Commission,republican-candidate-contributions.csv,Business
250,Mayhew,Mayhew Mary C.,11/23/99,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,9/22/00,,1,Maine Hospital Association,,American Hospital Assn,Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,1/29/02,,1,Maine Hospital Association,,"Collins, Susan M",Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/22/02,,1,Maine Hospital Association/lobbyist,,"Michaud, Mike (d)",Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,12/9/05,,1,Maine Hospital Assoc.,,"Snowe, Olympia (r)",Opensecrets.org,republican-candidate-contributions.csv,Personal
250,Mayhew,Mayhew Mary C.,7/7/08,,1,Maine Hospital Association,,"Michaud, Mike (d)",Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,2/17/96,,1,Consultant,,"Baldacci, John E",Opensecrets.org,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,3/12/96,,1,,,"Kieffer, Robert Leo",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,3/26/96,,1,,,"Amero, Jane A",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
60,Mayhew,Mayhew Mary C.,8/28/96,,1,Lobbyist,,Richard H Campbell,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,9/13/96,,1,,,"Daggett, Beverly C",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
30,Mayhew,Mayhew Mary C.,9/13/96,,1,Lobbyists,,Richard H Campbell,National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
100,Mayhew,Mayhew Mary C.,10/7/96,,1,Bear Wine Wholesalers Of Me,,"Fisher, Charles D",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
200,Mayhew,Mayhew Mary C.,10/9/96,,1,Consultant,,"Baldacci, John E",Opensecrets.org,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,10/9/98,,1,Consultant,,"Baldacci, John E",Opensecrets.org,republican-candidate-contributions.csv,Personal
150,Mayhew,Mayhew Mary C.,10/23/98,,1,Consultant Owner,,"King Jr, Angus Stanley",National Institute on Money in State Politics,republican-candidate-contributions.csv,Personal
500,Mayhew,Mayhew Mary C.,11/17/99,,1,Consultant,,"Baldacci, John E",Opensecrets.org,republican-candidate-contributions.csv,Personal
